,Job_Name,Link,Machine Learning,Big Data,NLP,Visualisation,Data Mining/Analytics,Deep Learning,Mathematics,Object-oriented programming,Python,R,Java,Scala,C/C++,MATLAB,Excel,SAS,SQL/databases,NoSQL,SPSS,Stata,AWS Cloud,Google Cloud,Databricks,Azure,IBM,API,Operations research,DevOps,Git,Critical Thinking,Effective Communication,Problem Solving,Team building,Work Ethic,Project Management,Time Management,Management,Innovation,Leadership,SDLC,Decision Making,Consulting
198,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuhtaewMu6iFdej_ExdTTNi2i5rqVI58oDBVY15awR23KEhDxygAgJFJJzNonZoXZyol1rK0xHK7qeplVrB5QRZsaCt76008dYwyc3Z4qX4dLF1vIrVLt7q9hbd62Nuar5CeOUfC9sXxnYDybpMpJ7KJDHjhalJ5EIkziRLYZXDfOddGF5Tn_Wi7PaurRrxjT9sYYWv69aP4VX7eXI6SYt5ORnOQQveteJggdGPn9XtFJlXhNi-GRZHS47tVZww5wynR4BKEHF4UzTETZ534ZpBHCeoex52bMR_5H4c4WBC5MJMbKcd81LMIBng6jcnOQ_WxiTT2aH3EnSH8nIzbfIE4pbtT__xPx1mSReWX5D2dMZRPFnqBEaOrXal6v3QPmxfvICEED3vUWhWO0hOGxnv7YW_tVo59Jyg8vneOsiM4-ao=&p=2&fvj=0&vjs=3,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,1,,,
199,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEWOgfhGztTPEa12O7brUYhy3scrTP71-qmf3sbWCXtF0MCju7wZTik-wjl69pMjiDaIImKSm9huJ8EZhjaDDO1BgSsV2EdaNQ1YfwBsTTozPquiXIsP6WfIzr4LgPuR4De_XiAlOKSNnhBMn6pAZ9_wZUnMvOkxrxV72FDugxqEeHjJbI8Oe9va_rtlj8mqsxAV_Qo65JNRbSRjh10_KnOy5aTsk4wuoWMBWp22EfmW1J8eUh3RZTiGSTVrXvOvcF8YwG1Dl7ghPTp2kI0lY1hzerIKSwv3f_lXxYA1jayHYz9Juf2YWY2l6nAURPlFgD5Q-LgwnXrY3rBy4abygavckaVb9gtmBSqbtfgNRcmhSNzDJ2yBd_G7Fy5529ueTT1HGUuVEwTqFOmr5prNed2ivJ-FIKviTig==&p=3&fvj=0&vjs=3,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKRBIZbDCl55PI03vbDAsZbD12AunBaH63iuQX31PFLBBcdaOu0SJ9WXhNPGgFnAfszi-52m4XJztabq02zJHxU4rk4rtnfMaa8wjwAaQYyecCqD4GIXyiG7T-1lUW0NWsDuTnJn3xLpcEjCdozvV5RbxKWNekAZWG6WcwcOztyEJUbNC7MxrsnsTlloiXXxVY36synh96VObGB2cSXCJvGFhdxqNb6_pxEvLdnIj08D2cfMrOcB-wbaqvX_xWTwMU_CUiyalyDsnR1z5S0F9js=&p=4&fvj=1&vjs=3,1,1,1,1,1,,,,1,,,,,,1,,1,,,,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,
201,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBZ5Cy4nNTE67o24h7NSqum7iX4-v_IaH84asDYw48s6Kuz-p-GOeOEJ_YlH76VG6ipY3OiO8ZtErezvwV5teVphZVYOZQRdK6w6XbuQc-faCvVArmFkJYz03h3YeSOv7dWQVvGm-9YSqo-FrEQQAVi4oHRJSjJutYY6KUgRtQ1WyhUhs19iHYrAhpdhaUh4MOVLbiOQejFcf69k_h1xYMqkYKQOaHxdBr1aWwvX1YMxWPLWgR3Zc6QHb8_BPN1nVSiFN-4oD_1xrGKM4KZNgfa967BuFJ84eLA==&p=5&fvj=1&vjs=3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
202,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AXBtxsLe9m2KRj_jCBdk184ANefrLFEPSzBzUevTHxVwzdFFWiCuUFfaZuy5dwRaMj5mCL0UEU0zImT-niN5AwOtL7_oWvk0ODx5hsNu4bQngYuf22su9ZAmnXrFu6_RTciQEPhjyJuMTyRq5voyJQoLFiGOz0vYxEgL2oQm_XVq0JoSuVzvRs7FZ7Stm1e9UdUobQBzhJjLEtX0Qz3lYSUzNKysg_3yPNsku038XKLGBi-ZRYSqZQAptGL4D24ab1nrHu2tF_QXGV_b1hN8mt7Fa6eXTe2df6Q0MSHHkLUVdcVCMPbJzW7-z5i8QNIVL3Q9EjJrXZPKnxg5hiMLjaiQHkcu2sl2VtHk0tJ-Czq1lXjDb-Ei_WRkQOVmldLcdrKDx9jXHb69nR6A0C_R_WMz9jaL0dBdVHO4FEFd7eMJV89r662OWkBUFSXQyvEXQSKUX85t2xWpOxKRDZNllSwmijyPh8JgE=&p=6&fvj=1&vjs=3,,,,,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,
203,Python Data Scientist - Research and Engineering,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BFUzwZI7hB6sL3-1CSRuneG5TadXY2WMHKQsf1P6r6k45m7TN6EVbfDXe_axt3BS7b6n5egkEfAym44vnFG7hMQfQR9CMQJY7kizhXvr3KH6LDtowaKUEt7PpbGXqDrHT7Jth6vyLAa51j_VZf5cBffg5pBda816ZUiy6m73uas4KwZqQAMlPNmOlMpVBefNHuBK2wmDRLichrFcQufBb4OTLfPQtpnLeT2iHuwY99vaMffOpGiHnc0NbfC6MecMOgkL1JO5FNZs1sp5IiqxMHMpPrkRWYLBqQt7fa3rR-ezqTmMlPKi5A2SF07uFQoowZ9yBGionLZVtfuj9valL_OeZOnCeg69W4x9A-Q_yMJmiudvex9OfjtWQ6rVYb299k8zFs0rGbnOoZpwJVeY-Wt80sOi6WSFBMMlspnyk_77V_qbp92BgSXzOKTC7UxXQEvIFUOotl1tP14h2dzW0zLHcIBtdShKHxnK1ZXcZ68Q==&p=7&fvj=1&vjs=3,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,1,,,
204,Toronto AI Lab: AI / Machine Learning Scientist,https://www.indeed.ca/rc/clk?jk=f5e803a1df0a05c7&fccid=3baffba98df23da3&vjs=3,1,,,,,1,1,,1,1,,1,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,,
205,"Manager, Data Science",https://www.indeed.ca/rc/clk?jk=45e18b535b9e820d&fccid=be7195d2ebb48351&vjs=3,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,
206,Senior Operations Data Analyst,https://www.indeed.ca/rc/clk?jk=1ab877135f16f140&fccid=2525cc4a9a704809&vjs=3,1,,,1,1,1,1,,1,1,,1,,,1,,1,,,,,,,,,,,,,1,1,1,,,,,1,,,1,1,1
207,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=bfbf1f3a69088af4&fccid=0c9f79145598f529&vjs=3,1,1,1,,1,1,,,1,,,1,1,,,,,1,,,1,,,,,1,,,,1,,,,,,,1,,1,1,,
208,Senior Investment Data Analyst,https://www.indeed.ca/rc/clk?jk=afefc24862c31d48&fccid=935bdcc8ea6ea513&vjs=3,1,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,1,,1,,,1,,,,,1
209,Sr. Business Data Analyst,https://www.indeed.ca/rc/clk?jk=b188b48d608acc6d&fccid=fd5fe36fc41af604&vjs=3,,,,,,1,,,,,,1,,,1,,1,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,,1
210,"Manager, Internal Ratings Management (18 month contract) - Risk Management, Data Science",https://www.indeed.ca/rc/clk?jk=e694ab8523c82cd3&fccid=3002307a9e5b4706&vjs=3,1,,,,1,,1,,1,1,,,,,1,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,1
211,Business Data Analyst,https://www.indeed.ca/rc/clk?jk=61ac29a2da63bd39&fccid=0ba2244fbaa16b6c&vjs=3,1,1,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,1,1,,,1,,,1,,,,,
212,Principal Data Scientist | Global BI,https://www.indeed.ca/rc/clk?jk=52de72367ecfaa4d&fccid=70687d47d3cdf42e&vjs=3,1,1,,,1,,1,,1,1,,,,,,,1,,,,,,,,,,1,,,1,1,,,,,,,1,1,1,,1
213,Machine Learning Developer,https://www.indeed.ca/rc/clk?jk=989e759218c75e3c&fccid=d7c18b5ea9a454df&vjs=3,1,,1,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,
214,"Director, Merchandise Analytics",https://www.indeed.ca/rc/clk?jk=a224212d87029706&fccid=822bc5d9a49270ea&vjs=3,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,
215,"Architect, Business Analytics",https://www.indeed.ca/rc/clk?jk=79f12688ed41d8bb&fccid=50f045c36aa7a501&vjs=3,1,1,,1,1,,,,1,1,,1,,,,,1,1,,,1,,,1,,,,,,1,,,,,1,,1,,1,,,
216,"Manager, Performance Analytics",https://www.indeed.ca/rc/clk?jk=a1bc4327f5f69a15&fccid=b5583ca8df6a68c3&vjs=3,,,,1,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,1,1,,,,
217,"Technical Product Director, Data Analytics",https://www.indeed.ca/rc/clk?jk=1c2669b60e251aeb&fccid=9579d885a2b359cc&vjs=3,1,1,,1,1,,,,1,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,
218,Senior Software Engineer - Data Science,https://www.indeed.ca/rc/clk?jk=3ae2c9c97ba690b5&fccid=ec55bde5facc64de&vjs=3,1,,1,,,1,,,1,,1,1,,,1,,1,1,,,1,,,,,1,,,,1,1,,1,,,,,,,,,1
219,"Software Engineer, Machine Learning",https://www.indeed.ca/rc/clk?jk=0a932885c635dc21&fccid=9e88642c8c797c72&vjs=3,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
220,"Director, Business Intelligence",https://www.indeed.ca/rc/clk?jk=555eea2e0ba9301b&fccid=fc952d9205e32d0d&vjs=3,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,1,,,,,,,1,,,,,
221,"Applied Scientist, Alexa Speech",https://www.indeed.ca/rc/clk?jk=e5c26c9ecadbb369&fccid=fe2d21eef233e94a&vjs=3,1,,1,,,1,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,1,,
222,Deep Learning / Computer Vision Engineer,https://www.indeed.ca/rc/clk?jk=0ccdfb4101fd9f19&fccid=50f7dae6edfd9634&vjs=3,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
223,"Director, Data Engineering and Data Science",https://www.indeed.ca/rc/clk?jk=7bdb30b2985a2216&fccid=9343039b36601ad2&vjs=3,1,1,,,1,,,,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,1,1,,
224,"Data Scientist, Financial Crimes and Cybersecurity, Senior Associate",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CFuo8Y6gfchSUHQ1--N7NldjQkI7yBNtHdUdaTqsTp_wgBx-mCezkojpE1FqImCDcdMpTknceFKa1yqHEfg7eAzIRiEPi0KnsHBrUZqxbRZ7zRnwJLbU1gJumxWF0-bCwuOKher6Wuzrh9SqRxKGwEj9kdBxL0AjCzRfuRD9K9McQBWK9G_xVoci7CkzD8FYqPmb6azofScMXwMX0SPR5ryki675P8n10NVDZLK_BQqwJJix7YBzo-0CfZN4fzZXTb7v8yLTaQfH9d3w-rpGwNUYvQ1P5ftkLG7gjr9Srb8gpQYorcOLgeHWcTIObApX7S9xy3ED7Xo9DUcjt_yUMB1EDxhFsnTlkUMrOsmbQcUqe5nJHR42oZs1VYZnZrqN9ulcNADXfX5y5gHuuqAx9w-PrWgcGY9WZlGrKx9ZEUjop40DghrvzCmHMOfZfPuWXwba4MfpqQvRIkhLwjunt_j4yyp8jNz2--YGif3b2AyNkHJilxnUhQBCTqmcyAWRNEvo2g7xIyjIILKLADWgP1Lm_Sl45PWLW6vSIkgGhOPeVZVgAxDaFEjCUttR1s-zxPFl2U2bebZcQ7LpLrgkoGIuZ_WJpedUcPHd1gwGCGM2cfWD540ExS&p=0&fvj=0&vjs=3,1,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,,1
225,"Applied Scientist, Alexa Speech",https://www.indeed.ca/rc/clk?jk=e5c26c9ecadbb369&fccid=fe2d21eef233e94a&vjs=3,1,,1,,,1,1,,1,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,1,,
226,"Machine Learning Engineer, Self Driving",https://www.indeed.ca/rc/clk?jk=61281722e9acbcf9&fccid=f766f8bfbc3effb7&vjs=3,1,1,,,,1,,,1,,,,1,,1,,,1,,,,,,,,,,,,1,1,1,,,,,,1,,,,
227,"Software Engineer, Machine Learning",https://www.indeed.ca/rc/clk?jk=0a932885c635dc21&fccid=9e88642c8c797c72&vjs=3,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
228,AI Engineer,https://www.indeed.ca/rc/clk?jk=8a842206f17b93c7&fccid=799362a2faa3b40a&vjs=3,1,1,1,1,1,1,,,1,,,1,,,,,,,,,1,1,,1,,,,,,1,1,,,,,,1,,,1,,
229,"Applied Scientist, Alexa AI",https://www.indeed.ca/rc/clk?jk=045329dc293bf475&fccid=fe2d21eef233e94a&vjs=3,1,,1,,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
230,"Director, Data Engineering and Data Science",https://www.indeed.ca/rc/clk?jk=7bdb30b2985a2216&fccid=9343039b36601ad2&vjs=3,1,1,,,1,,,,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,1,1,,
231,"Machine Learning Developer, Digital Products (English Services)",https://www.indeed.ca/rc/clk?jk=ec26d95f44267a82&fccid=d0afbded2b67a998&vjs=3,1,1,,,,1,1,,1,,1,,,,1,,1,1,,,1,1,,,,,,,1,,,,,,,,,1,1,1,,
232,Senior Software Engineer - Data Science,https://www.indeed.ca/rc/clk?jk=3ae2c9c97ba690b5&fccid=ec55bde5facc64de&vjs=3,1,,1,,,1,,,1,,1,1,,,1,,1,1,,,1,,,,,1,,,,1,1,,1,,,,,,,,,1
233,Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=826502117877efc5&fccid=4e917d9a3b14765d&vjs=3,1,1,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
234,RWE - Senior Statistician,https://www.indeed.ca/rc/clk?jk=75c9ac095e65b483&fccid=6b7a1dfe07e7f037&vjs=3,1,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,,,1,,1,1,,,,
235,Director - Head of Toronto Artificial Intelligence Lab,https://www.indeed.ca/rc/clk?jk=3c3539959d95e3b1&fccid=3baffba98df23da3&vjs=3,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,,
236,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=fc6a7c17998e5e41&fccid=d8ca090bd1ad5f9d&vjs=3,1,1,,,1,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
237,NLP/ML Developer,https://www.indeed.ca/rc/clk?jk=278b817c6548b5ff&fccid=c2dddba55fb89220&vjs=3,1,1,1,,,1,,,1,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,,1,,,,,
238,ML/ AI Developer,https://www.indeed.ca/rc/clk?jk=455486a81e0f9156&fccid=c0b5558e336243b3&vjs=3,1,1,1,,1,1,,,1,,1,1,1,,,,1,1,,,1,,,,,,,,,1,,1,,,,,1,1,,1,,
239,Associate Professor / Professor - Data Science,https://www.indeed.ca/rc/clk?jk=644a07cba1dba401&fccid=986361104086c3ae&vjs=3,1,,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,
240,"Analyst, BI & Analytics",https://www.indeed.ca/rc/clk?jk=f83ee262b276c200&fccid=9917de3c28f569f6&vjs=3,1,1,,1,1,1,1,,1,1,,1,,,1,,1,,,,,,,,,1,,,,,1,,,,1,,1,,1,,1,
241,Sr Data Analyst Engineer - DealerTrack Canada,https://www.indeed.ca/rc/clk?jk=e0ea3b69ae166c5d&fccid=2ca7392810684c2b&vjs=3,,1,,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,1,1,,,,,,,1,,,,,
242,Kantar Analytics ROI Marketing Mix Modeling Lead,https://www.indeed.ca/rc/clk?jk=4c17ee1ce3564758&fccid=fc0eeff012676923&vjs=3,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1
243,SENIOR COMMERCIAL CREDIT AND LENDING DATA ANALYST,https://www.indeed.ca/rc/clk?jk=7cfcbff520e13f55&fccid=c2a63affe8751868&vjs=3,1,1,,,1,1,,,,,,1,,,,,1,,,,,,,,,,,1,,1,1,,,,,,1,1,,1,,1
244,Marketing Data Analyst,https://www.indeed.ca/rc/clk?jk=dfb4fe2b16850e80&fccid=b4343e19b93251df&vjs=3,1,,,1,1,1,1,,1,1,,,,,,,1,,1,,1,,,1,,,,,1,1,1,,,,,,1,,1,1,,
245,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJgnpdx0xJ87arN0QYod-lp0eSYvSKdtlMniPozUljnJ67rkPRSlaU519xujVvI98jLef8g00qFqYQELeJBjMMvfRyG-TfgoGrFhDGA-Hkb4lSJAp3AFWSEjV2rWzLwo40l-2QhXuXyJwRglJoQSZIJzlNO632EYxt1iLPfF50o0uftG3y-_o9MmXcL9D0YsnxCnHAK34ybdvwnotauLKecGzrrFg4-mss5d6FoQAYo8E6x9z6Z-SKGwTjxEE84uU-usOBrOapDpPEbZBz_04hYqvjf9q1NDAFI6vIoggfVK43UaB1ZVBj97F0hF-Y5t1gMtTKuaA4goMfx4nZ9XjDez2ka8hEpYimvXrEJOVLEXqALmpNXZ3Kv7tqLiDtVE7U4DH8lpTJs3MNTGuWDbVEk4ogkYwVfy1Ug=&p=21&fvj=0&vjs=3,1,,1,,1,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,
246,Python Data Scientist - Research and Engineering,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BFUzwZI7hB6sL3-1CSRuneG5TadXY2WMHKQsf1P6r6k45m7TN6EVbfDXe_axt3BS7b6n5egkEfAym44vnFG7hMQfQR9CMQJY7kizhXvr3KH6LDtowaKUEt7PpbGXqDrHT7Jth6vyLAa51j_VZf5cBffg5pBda816ZUiy6m73uas4KwZqQAMlPNjAMN5_llgL3byAjaXabrYAgGw5FK9oU7XMPqGCCtU8D8qOP5X1gaufgxi7VQ4E8jD4LesnCbhbasj17gBiyVENdmAtlB38OrI4FptEHqlxOkBDS2UMMS0CWm-VYpnYeljKTmFxUcxMqYLNAX776rHdsxdwU9d5778qikq73gZl_J6keUqA1UwDWfXXnIg5wHQY7CJ3dh6G4Nv3rClxigy8wmczDJKGVMCbgpKzsCU6hersc8y9sBgamSPTPOpa308v_E2jOAA4tiftDPHHirR7phmxrTE64Ebmd2hTJVBq78v-zwqo71nA==&p=22&fvj=1&vjs=3,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,1,,,
247,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBZ5Cy4nNTE67XaMncMr8NLA9dh2orfAS3T_9lljjDFUANWM733KF4NIcvRAqk62ruHA0wD3x8Dt4aYR-PFhBlw4rGwsLnuFuoTf07beLAN5CggpVteD6-htv31ON74tETrnuXEZbFyc6YEkjBDa5V8_htv3IzQIW05P8al3zSLtvxoSlPu7kIe48I1h2w_hEhO5-8I1O_cfFQQhh03sjaWrY_ZKdnRdCO_aFmLZP9bdVAgll7wiHXc98bVV0R0WKeaTD3FwJi4AHDUN7kQ3pZkVOFV6Z9KUUew==&p=23&fvj=1&vjs=3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
248,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AXBtxsLe9m2KRj_jCBdk184ANefrLFEPSzBzUevTHxVwzdFFWiCuUFfaZuy5dwRaMj5mCL0UEU0zImT-niN5AwOtL7_oWvk0ODx5hsNu4bQngYuf22su9ZAmnXrFu6_RTciQEPhjyJuMTyRq5voyJQoLFiGOz0vYxEgL2oQm_XVq0JoSuVzvRsjX5GHzczd-ZbpgI3yCKRigB3BJKg-CgeE0uw65qf-e6J3pMXQX2C9yiFJlcxGM0kh2vxpUFNiGcg99uDpZAiqcxpoyjs_s_m8G-N0HbnT3Tr1uCVYBSIXo4b22LmlKsQUcfDs0sIPag6AlA0cpMBoLsRox5PnV_JsrKVFiJTVVyY3uXGVTA7Y4DVvPiaLVQNTV_u_I7aJdx-PAIf8jhtcmO8tRvA8Ix-iIoyeSrVvn9hK6hvcwKnxeGu7G2rTQxQNLRtdJkL1DY6gpuFzb2j3IOZ3gXv7PlbU9sHRyZSjoc=&p=24&fvj=1&vjs=3,,,,,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,
249,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwETAO7UHl7pSecHaRYrYhABKuub4Ia47r0_SC666GRytp7dp9K8LB3hBPsOKWF7k6cwXfkgRekdIX35rhgnn8T7ZLzO7k9oXE14lD2OPBchDMELYnEq_V2LemIlRtx6lWS44JLgPq8euXWwAoQ-Wbvk_S0XdIoqrdNgFaCUhYPNP8TJ1f_Os1aTh6rkSa4HmCGzkdHcHwiKHYSakb0qCkwiF-ygtapw6Ub6pb1cAoVHMTxHS7nHxZNfkx28MU6T-Pe2UAlBLXNrn6fZ5cBnRHJBTXYpO-PTUrIZBhWTOziAPSmUafyX15r4gr3nBEbkDz53YgstJjx-inyRNbv5pAJYecLH5mP4LyPQ25Cq2cYCVOgKujSt7CIO_P111nKqrfqh-LYxN_TFIFAnP5hm4lxtiXt64x2OqvHQ==&p=25&fvj=0&vjs=3,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKRBIZbDCl55jCyRoo1BKjKPd97JvIT0HgSOfMDDWQlzssvzc_ld2crHO9L6UZb-0Tads_MdFpQmkyczWCDGFcNi0zniNHZ4BVOzUHwPbP4SFG7djoUHY_KSxt5zENd0xLywkg8AtMF9j4Z9AJ0dLBVkbbtl1jIj6M_fF0KCj2e_hgx7YHjehngeTHsVL-JafCbIHFIEjzvs2wSl8DdJ7p-3hlmwM1jnGFwSP_Lns8cp7RZ4QoSxxaJQ-VJU6I4m18pYO-2IPRB1GhOsUiALqxo=&p=26&fvj=1&vjs=3,1,1,1,1,1,,,,1,,,,,,1,,1,,,,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,
251,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuhtaewMu6iFdehvGCCv9I3EOY51rMueu0tJFnYzmDzVnGasYkqOicOV_m0Ex7EJpE2Eks2NrgTAUnHI8-3NfowpJymlTd6oXWS6R3XNKp-skdJdIV1ZIkvgRyBI6rKf2Mq52aVXWt7pRO92ZWwtyOWcBmofO8-EMW2FaX_cQEejApBPXmHcqod2GrWyB_OtG3kl96EkUoJok-1VU15L03vxfdNxJLwMromc2QDFLJvx18SztiaRtbxU94Ya3uTKL_SAbwZPK1gO5J5XmV316J3ZlL6n7HZjBBy6LCT68rwOKUPMPKXf08KkcgwVUi8hOpARGfw9khpIC2zI0MO1L7tWdScQntGBjUdDC0KAl_h5guAvKwVftdY8ZdBt3iWr1AvAiMCI_QiNwravi0uNrl1776hugh072k8ho-1HeqqXDBY=&p=27&fvj=0&vjs=3,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,1,,,
