,Job_Name,Link,Job_Location,Mathematics,Statistics,Linear Algebra,Python,R,Java,Scala,C/C++,MATLAB,Excel,SAS,Object-oriented programming,SQL/databases,NoSQL,SPSS,Stata,Access,Data Mining/Analytics,Visualisation,Tableau,Power BI,Matplot,Machine Learning,KNN,SVM,K-means,Multivariate Analysis,Regression,Classification,NLP,Deep Learning,Time-series,Simulation,Big Data,AWS Cloud,Google Cloud,Databricks,Azure,IBM Cloud,API,Operations research,DevOps,Git,SDLC,Critical Thinking,Effective Communication,Problem Solving,Team building,Work Ethic,Project Management,Time Management,Management,Innovation,Leadership,Decision Making,Consulting
102,Scientifique de donn??es - NLP,https://www.indeed.ca/rc/clk?jk=9dc702cb22b8ddf3&fccid=60dca8ed83722cd5&vjs=3,Montreal,1,,,1,1,,,,,1,,,1,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,
103,Senior Statistical Programmer/Statistical Scientist,https://www.indeed.ca/rc/clk?jk=564bfd639d0db1c3&fccid=6b7a1dfe07e7f037&vjs=3,Montreal,,1,,,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,,,
104,"Directeur associ??, Strat??gie de l?€?IA appliqu??e / Associate Director ?€? Applied AI Strategy",https://www.indeed.ca/rc/clk?jk=dca79607f5c3618f&fccid=c38b7d5e0419a6a7&vjs=3,Montreal,,,,,,,,,,1,,,,,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,1,,,1,,,,,1,,,
105,Stagiaire en Apprentissage profond NLP/ Deep Learning for NLP Intern,https://www.indeed.ca/rc/clk?jk=74a7a6717ebc415c&fccid=734cb5a01ee60f80&vjs=3,Montreal,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,1,,,
106,Senior NLP Research Engineer (multilingual NLP),https://www.indeed.ca/rc/clk?jk=82f89c6976295e59&fccid=131bed7b726f4d12&vjs=3,Montreal,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,1,,,1,,1,,,,,,,,,1,1,,,,,,,,,,
107,Machine Learning Developer / D??veloppeur en apprentissage machine,https://www.indeed.ca/rc/clk?jk=2299feacb007ad3e&fccid=880e4714f2ad94a8&vjs=3,Montreal,,,,1,,,1,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,1,1,1,,1,,1,,,,,,,,,,,,,1,,1,
108,Machine Learning Product Manager,https://www.indeed.ca/rc/clk?jk=7263abfbdd9e33f5&fccid=e5e4fc4941593632&vjs=3,Montreal,1,1,,1,,1,,,,1,,,1,,,,,1,,,,,1,,,,,1,,,1,,,1,,1,,,,,,1,1,1,,1,,,,,,1,,1,,
109,Senior Director Applied Artificial Intelligence,https://www.indeed.ca/rc/clk?jk=28924d0f55571081&fccid=af66fa2f6850ac67&vjs=3,Montreal,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,1,1,,,1,1,,,,,,,,,,,1,,,,1,,1,1,,,1
110,Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=ae495200ddb3b80a&fccid=13eedb937c7ac8be&vjs=3,Montreal,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,1,,,
111,Machine Learning Engineers / Machine Vision Engineers (two positions available),https://www.indeed.ca/rc/clk?jk=2c3a88b18ff67920&fccid=d9079d1c79a78b1a&vjs=3,Montreal,,,,1,,,,1,1,1,,,,,,,1,,,,,,1,,1,1,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,1
112,Analyste d'affaires BI,https://www.indeed.ca/rc/clk?jk=9bec892085242925&fccid=4b32d0c68d487097&vjs=3,Montreal,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,1
113,Machine Learning QA Engineer,https://www.indeed.ca/rc/clk?jk=53c75a79f1ccade1&fccid=131bed7b726f4d12&vjs=3,Montreal,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,1,,,1,,1,,,,1,,,,,1,,,,,,,,,,,
114,AI Python Developer,https://www.indeed.ca/rc/clk?jk=1f0343594d27d38c&fccid=44d22360b9426d3e&vjs=3,Montreal,,,,1,,,1,1,,1,,,1,1,,,,,,,,1,1,,,,,,,,1,,,,1,1,,,,,,1,,,,,,,,,,,,,,
115,D??veloppeur - Machine Learning,https://www.indeed.ca/rc/clk?jk=ea8f24910bda9c68&fccid=5c21ba3a81c96948&vjs=3,Montreal,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,
116,BI Analyst/Developer,https://www.indeed.ca/rc/clk?jk=76b64762edf614c9&fccid=80c50203c7c121bb&vjs=3,Montreal,,,,1,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,1,,,,,1,,,1
117,Senior Software Developer ?€? Analytics Platform Company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoUelTql7XLvjXXieaKSYBUQYiPnwCvYDwEvGKuz4sBQU9hNeQbD3c0h5ExBZvmk-lfT28S97B2h4XYIHdZkfSwP-lmB7rOu99L3VbjklbvbE9vMKWlWa0rLDHoQs2uwu2fmq2AHk-lEqdOL_Bkb6ZNjo_iBUNGrfAHM1FqTdTVZlD86OBXF-t0f-lYma9vdPkNxPdxa8ClI0QYpJNlLNME-uGM0kgfy-4dxnf7vmtNOkkXxMB9EJSJPCDhBxtEFWlixPe4HGjykSc3cxcQLU14YJ_32TyD4l2PKKt3LYzsJXdT_Nfi2Is7xxfuVNZyZ8LtThAywN4nbTdhzRwgGbHiVDd55sLDhiGzDUrLve5Gp9pRYV4q9lZXD2L2YtrEyLLhmrrpGy4WoYiqtBQicZJSn07oXjXIlScXQ_k5HWGAtUYxUMGuXlw5YnDRCtoBQnA6AUHswfDSdAaDps0-1e2RBoncwBdCzdmjxq6Orn7KNoipQqiKbEj-axIqzqgU1L7E=&p=20&fvj=0&vjs=3,Montreal,,,,1,1,,1,1,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,1,,1,1,,,,,,,,1,
118,Data engineer - AI & Machine learning engineer - 288450,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7ntxl6CekgI_C_eB9GynwrpNC04FgauBtdEorIjWa6_VdgYjzO89gg1CD3dXdcuXjHc2WPgrT30uttMk61HIwZXsobsTIjUbk_sfAoJJob926Mh0d-ywtKzt-Zir6q6nC1-7qLeB6cg4zDiYLw_DSGxMSzoPa0IJvVdkAk00u_Sk1XExPAp1TptnZJl455JACdkZbGR3jgkRqlYTN-_1T2Lj0di2ra7VFdE54zpU0UgvwLMMhlbLpZodNdmgNmkIUP4HFrPRHPnMja0Yn0RVM6OOGc1LRSv2cufdNUV0n3-CmLIadc5ypZyoBu3eMwx_oGix9y5aDpiP0UFTcB4JOdXAwxa2WJphkv0OCjmyfHj5IWXoZJAPUHO-fbbxcX5E-aSH2nzLr1F82EbkCx2Uy3NC-NKnkcU_rwTGX3aJCw9VBZ_G01yE-YzoO1tpJ-5zg_slPDaxok1hqHH3LkNaLcsGHHIVKmcagmAZON2AHXz4k5L4bVTnvvjALgv1hzT-qPZjNE0PD-hHCgoZDfkoQ9R4eeVdO9mCVQ9Kr_iUBbGV4M=&p=21&fvj=0&vjs=3,Montreal,,,,1,,1,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,1,,,1,1,1,1,1,,,1,,,1,,,,,,1,,1,,1,,1
119,Scientifique des donn??es g??n??raliste / Data Scientist Generalist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0D4txbjH7ro9xYYrOeCAZxmIEAGZhBq5gXmyVMSZSr-Y-uHReKII_9YbpCP9IYRrOJzJg2RpsHIS4N035vvNzG6zZdGqtnzyFqXJTFZ2IRRKjKCFdn147ynsZUT8Pvq7oJ2EMP8gCZu1Hq_QRRlmDMxa2yabfj54cjUChYkg7g-IAfeUwc8b--5_qTxxx6xk8psewhU42zziEly873yWf7UsAs52qa3cArMR1YIPNvpNW8KTCKY6GqxHQIDDoYfe650z3lub4I0oHq5-RP0YoeA3t6W_fQXaSaeCj49CY8eSJ4pZIxWTFnK6Z9JDShAB7zkXBdm-BXnHUflhLsOA3ljnVeSL_X2q7FvgjyB2uytMsZDJ_jvVdtEoFacXDM5tfABYcgem6-ERxto-rOgrptOgnWdJIRCWZFedhXskp4dLcRQGdCXWrUVhNfkn8hUTEypN4XAplcaR0szsTPqT2O4jcfDPzbymE30mLfaqr_d_j10bWvEdCETuErdxXcu2T_PJvYrLRXbbjlAsLWjMNW5vR01mzonhHIklMA559KQuQ==&p=22&fvj=1&vjs=3,Montreal,,,,,,,,,,1,,,1,1,,,,1,,1,1,,1,,1,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,,
120,Data Scientist - Price Point - Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVCuhUhnYmjGeEdm7m5_x3C66s6_GWlkF4sDY6E3Wzq9dIaI3-D43z1A3dJbiYB0SH5A18yiDJi3D9iSuEV8CnUzWg7tCKqTjCq9rCMLVbCuL2z99eMdm23fTGvtJizpClvM9epIvK1NKzZAVTkUSzgYiT-Y1L9UJqTj2ZUTGQnwLwaBqmUHU19AIfP1btI8rYs_P-49BpdB2EFkWP7hF-ZxVM9azNbSjwpi_7aXXsREtlOjpsXmgRCRzk23r9GfEeFzN3BOd8ACjxs2sJ8rQNVqVwOlIHnwNoCzAkfNizfvcGVD2MAHtqgUIXyBJyHNtmGxb9oHFwL6Utz-4RZpEtYZaBBsRjqeV8Kqf0fJkYVLPP49PqUOaEhW4sDXjsCVM2mk4ge5MHPGIQvjkyfXELeNKnBOc5MUvCJ3Jnf6yj7x4P3BToYaGr_wDPrB2meqljPJt5FM2Mmy5plhohW46Vx-jIKYwmPk9Lrg1zsafD3jD1SwwtYPZ7B132WPwL-kQeg==&p=23&fvj=0&vjs=3,Montreal,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
121,ML Product Owner / Data Analyst,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CDcu8ogXRoN9QHj5cFxdvYgI3vgl5QADb-mUQIfZmECfZyGJmSVfJ_x7olgg9Kxhjgvq4gsEHjcz3vQnIGORuPdq4WxW1H4FQqGsrPGreQx9fsDYP90n9Ra0soHOAju5OV3BAA5AKj6nSG03ySlB0Sa04OxNfqJYVCP_C3TPB0tvB_RL2MQiojtb8n-6Yu_gkUnnPixyt_obBq_7JOsltACK3X1Tx0DAIJr-6h1Aqdlg53IG6CLx1C0FSAigD5S6crz3qn2GmE_ec0v0kmnMhKy8vaOAYk6cSHo7PPC-mPxgEyeum9Db9LstQ4Zj4Wd3nej1yuUhH0Fu73cOX9sMD6j5b41PWb27_3LTGNZUPA94NMwA19dZpBbCSwBZZ4exMQktqrLwchWiuiESYTXQu-s0eAeJbVkYYLxlYHlZ5jsg9pqoz56xwlq3NaUJSihSNOZklyEILWLYyo-vyw36_5&p=24&fvj=1&vjs=3,Montreal,1,,,1,,1,,,,1,,,1,,,,,1,1,1,,,1,,,,,,,,1,,,1,,1,,,,,1,1,1,1,1,1,,,,,,1,1,1,,
122,D??veloppeur - Machine Learning,https://www.indeed.ca/rc/clk?jk=ea8f24910bda9c68&fccid=5c21ba3a81c96948&vjs=3,Montreal,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,
123,Machine Learning Product Manager,https://www.indeed.ca/rc/clk?jk=7263abfbdd9e33f5&fccid=e5e4fc4941593632&vjs=3,Montreal,1,1,,1,,1,,,,1,,,1,,,,,1,,,,,1,,,,,1,,,1,,,1,,1,,,,,,1,1,1,,1,,,,,,1,,1,,
124,BI Analyst/Developer,https://www.indeed.ca/rc/clk?jk=76b64762edf614c9&fccid=80c50203c7c121bb&vjs=3,Montreal,,,,1,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,1,,,,,1,,,1
125,"Senior NLP Engineer (NER, Relationship extraction)",https://www.indeed.ca/rc/clk?jk=8f52c684571068cb&fccid=131bed7b726f4d12&vjs=3,Montreal,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,1,,,1,,1,,,,,,,,,1,1,,,,,,,,,,
126,Director of Software Development - Data/BI,https://www.indeed.ca/rc/clk?jk=3d1198109d2576ad&fccid=71eb96af97fae7e9&vjs=3,Montreal,1,1,,1,,1,1,,,1,,,1,1,,,1,1,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,1,,1,,,,,,,1,,,
127,Postdoctoral Fellowship - Machine Learning and Generative Design,https://www.indeed.ca/company/Concordia-University/jobs/Postdoctoral-Fellowship-c9b3dbb5ff855f18?fccid=3862705bba5916ee&vjs=3,Montreal,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
128,"Senior NLP Research Engineer (language models, text generation)",https://www.indeed.ca/rc/clk?jk=6308f24425492b1a&fccid=131bed7b726f4d12&vjs=3,Montreal,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,1,,,1,,1,,,,,,,,,1,1,,,,,,,1,,,
129,Post-Doctoral (Artificial Intelligence in Finance),https://www.indeed.ca/rc/clk?jk=6bac5188af41517f&fccid=571991c776701fba&vjs=3,Montreal,1,1,1,,,,1,,,1,,,,,,,1,1,1,,,,1,,,,,1,1,,1,,,1,,,,,,,,,,1,1,1,,,,,,1,,,1,
130,Machine Learning Research Engineer,https://www.indeed.ca/rc/clk?jk=04e8c84a1b85ce95&fccid=a8719deb7e524bfb&vjs=3,Montreal,,1,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,1,,1,,,,,,1,1,,,
131,Stagiaire en recherche ?€? Compr??hension des machines et NLP robuste / Machine Comprehension and Robust NLP,https://www.indeed.ca/rc/clk?jk=ac9f8d0a6ade8996&fccid=734cb5a01ee60f80&vjs=3,Montreal,,,,1,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,1,,1,
132,"Sp??cialiste NLP, science des donn??es",https://www.indeed.ca/rc/clk?jk=992fc70003c72264&fccid=6d9b8e75dfffb17e&vjs=3,Montreal,,,,1,,,1,1,,1,,,1,1,,,1,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
133,Natural Language Processing / Machine Learning Specialist 3141518,https://www.indeed.ca/rc/clk?jk=d5c16e55d1aab861&fccid=0c39fb2c91742dcf&vjs=3,Montreal,1,1,,1,1,1,1,,,1,,,,,,,,1,,,,,1,,,,,,,1,1,,,1,,,,,,,,,1,,1,1,,,1,,,1,,,,
134,Apprentissage automatique pour le comportement des utilisateurs/ Research intern -- Machine learning for user behavior,https://www.indeed.ca/rc/clk?jk=dc1ec50492c4e72c&fccid=734cb5a01ee60f80&vjs=3,Montreal,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,1,,1,
135,Postdoctoral Fellowship - Deep Learning Assisted Speech & Audio Signals,https://www.indeed.ca/company/Concordia-University/jobs/Postdoctoral-Fellowship-972fa5e4d583e902?fccid=3862705bba5916ee&vjs=3,Montreal,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,
136,"Senior developer Backend AWS IoT, Machine Learning & AI",https://www.indeed.ca/rc/clk?jk=d1440a9212da15d0&fccid=6f3228bb1fd5a299&vjs=3,Montreal,,,,1,,,1,1,,,,,1,1,,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,1,,,,,1,1,1,,
137,Sp??cialiste en apprentissage automatique senior / Sr. Machine Learning Specialist,https://www.indeed.ca/rc/clk?jk=1126c75b0be28689&fccid=58085decd34c3cfe&vjs=3,Montreal,1,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
138,Senior Software Developer ?€? Analytics Platform Company,https://www.indeed.ca/rc/clk?jk=ecd11c61cc20be3b&fccid=8d08a26504cbffaa&vjs=3,Montreal,,,,1,1,,1,1,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,1,1,1,1,,,,,,,,1,
139,Assistant / Associate Research Professor in Artificial Intelligence-Deep Learning,https://www.indeed.ca/rc/clk?jk=9afe8adb667dad2f&fccid=b411342803771183&vjs=3,Montreal,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,1,,,
140,Senior Software Developer ?€? Analytics Platform Company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoUelTql7XLvjXXieaKSYBUQYiPnwCvYDwEvGKuz4sBQU9hNeQbD3c0h5ExBZvmk-lfT28S97B2h4XYIHdZkfSwP-lmB7rOu99L3VbjklbvbE_7o8n365Nj_w_dGiQPm7KFalMz_1pUQTZkI5haj-ikI7Y56Q_TbjSKAD3-5tow8gqMrEJ5qmbf8FTmhajSinTPgTSCMa45Ns_ZDSjUz85Jl7p63U9H-VW8_LO2h3c3Incy_kuLuKMtIZR6_CWYo57fVWGL3LW4tTv4pkW4I8uZ9eLFh4CFssgf8bm2SwQ1NRz-nIPqbaa8L3OqSzZIzaNOJoqOCxWsNCRZ0VlId2v-JFYq_9S2nKwnOKRkOF0hmoT9IGJbg-M-cq9fsgp8N4W54BYF10XWQPKcTyW3YYU-Gxz00cmXtPeXVTLJAumxPRsCmA7eiUkJxUIw4oi_XBaGwXFJmUpiHjmOr07dabA9G1CgGF_HAncemUf8FoNpngSe1-jUeBDjWxOcGppIS-4Y=&p=18&fvj=0&vjs=3,Montreal,,,,1,1,,1,1,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,1,,1,1,,,,,,,,1,
141,Data engineer - AI & Machine learning engineer - 288450,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7ntxl6CekgI_C_eB9GynwrpNC04FgauBtdEorIjWa6_VdgYjzO89gg1CD3dXdcuXjHc2WPgrT30uttMk61HIwZXsobsTIjUbk_sfAoJJob926PDNePXr7qa7mOy57rRvXWxYl0b_jHn0qrP67_1-oa0KA4hPa0Gorvjao_wZLhvEJPhjnOrpqT2iMj11JxrM14SLfR9Fgab2QR2qJbumT2Q8EDdRO3dMYlhacqM1N9SrAvFv5aNbPvWfqt2jOpibny5Hq6omaG7RJV7RftgNkjjnRgLp35FZa46-8KIxmvQozNI2XbcUc9FBk2_Q1jphW3HqCJZ1SM8_2sJilv6LT8Db_eHgKDOuWJiCEdRb7DBMS2RL2fvm9HiGcGTADi6iwVMa3DEdoMP_vabftrBOYPEQd1iBooW1m5cUk0tF7ZtV21OWKspY06bZOWclH63iXY2DIsJXRNFlqGCxYiJty5zBAI5tJZqmAioVmhriJGjYC4bn2B2o89w8-ElY6ggI_4GZRVNGJ2TBr8kS0nUIL4EVpKBfXYFJlVNOL4vSeBcAYk=&p=19&fvj=0&vjs=3,Montreal,,,,1,,1,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,1,,,1,1,1,1,1,,,1,,,1,,,,,,1,,1,,1,,1
142,Scientifique des donn??es g??n??raliste / Data Scientist Generalist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0D4txbjH7ro9xYYrOeCAZxmIEAGZhBq5gXmyVMSZSr-Y-uHReKII_9YbpCP9IYRrOJzJg2RpsHIS4N035vvNzG6zZdGqtnzyFqXJTFZ2IRRKjKCFdn147ynsZUT8Pvq7oJ2EMP8gCZu1Hq_QRRlmDMxa2yabfj54cjUChYkg7g-IAfeUwc8b--5gsmbcvQytWRq3HPCbifZutCV4fzXrhz4Ix9roXILjU1DJLfN2ICZTvX1j6JO8NpGZMIl3uq7ekQISTkuM41QMMjHX0Nm58Y8xNp6BIGdsZhD13jYacN9whOUeq1Gbm22IexjK0GllP3hbpknyuFz2uQRnNIp4yE9Afht7TwMRGRkgQbx4Qv427Uo4A0vOOAbm66NEh9mUM6ZaodKMYq7t8iFYKNAOAE2xspw56UrT5ZuNabNh_atnnepxQwCiMgjBdcAGfefA-SbEfdYEgHPBJZE5aC6mmpGZ45bsbgAEq80ni1yroWaqh1uWEndBhOqPbBI3lOSZgUOpoIdBbOSdUYuGCmhafYe2bRel6mwlXrDlUEdLvRrXw==&p=20&fvj=1&vjs=3,Montreal,,,,,,,,,,1,,,1,1,,,,1,,1,1,,1,,1,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,,
143,Data Scientist - Price Point - Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVCuhUhnYmjGeEdm7m5_x3C66s6_GWlkF4sDY6E3Wzq9dIaI3-D43z1A3dJbiYB0SH5A18yiDJi3D9iSuEV8CnUzWg7tCKqTjCg31m2TFdjwNo4ngATwI8-YYt3E4Vmp8f10y93t3yQZ7Yq9Ii43Kk6pRlRdSHsoSXoWZsko5LOEwqTEgbPhQG8yARG8uj5L1tjLq9Q6b9mCo22undntelOsRiCRKFLdqUpnihJ8nGSJq1ApzUpcZ2jS8uzhFLx11u8O5YMz8xNA95PDD9aWwkbY-yfuTWWPkE9Twx7Na4sAmucTS9F1BHE1MA5kD_Slje-v-dx4mT1YzrNr77YpXV4pcOHTv6OlBBRwBtA5VMp7nMib-H4N5TqwSMhTBUrieTvGfFXab_IRrUHl_IMdaPAaaC1FWh2Piv-9DSan97ckeqdB2H_AvMBBD2Ub_YZjDDqd6_TRS1TW0TYQlsuwim4hopBQfQaQsnQyr71KRsjNuNPnJsqV63RshkWQWbd3DUw==&p=21&fvj=0&vjs=3,Montreal,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
144,ML Product Owner / Data Analyst,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CDcu8ogXRoN9QHj5cFxdvYgI3vgl5QADb-mUQIfZmECfZyGJmSVfJ_x7olgg9Kxhjgvq4gsEHjcz3vQnIGORuPdq4WxW1H4FQqGsrPGreQx9fsDYP90n9Ra0soHOAju5OV3BAA5AKj6nSG03ySlB0Sa04OxNfqJYVCP_C3TPB0tvB_RL2MQiojvO8eQ6VBtZEaiq98wR4ma49zlxg3tFefJleyfpbbRbUrezcOHJPioXca6VExvT-gMI8kCFybGQESBjesGl8bnsbziNcAXMHfz2UoDEgPF2gIfSOuN9_wyHMorh7ZAYbuiXhFLT56ld-eFV2eppLPPBphto_Rw2wmkJ_SohNoFjW9Op6H3f9mHNjguK7rVQkrqtwOaewDfQVALVmWLsYSJOG61PBdVadxWiM6-0ATuoGwxgTZcYa8s5IkUf0apSSEG495tAwP2P3n35jjmOkgOskv5flPkDSd&p=22&fvj=1&vjs=3,Montreal,1,,,1,,1,,,,1,,,1,,,,,1,1,1,,,1,,,,,,,,1,,,1,,1,,,,,1,1,1,1,1,1,,,,,,1,1,1,,
145,Scientifique de donn??es - NLP,https://www.indeed.ca/rc/clk?jk=7a6e1273098ba617&fccid=42ccd87a2c182a30&vjs=3,Montreal,1,,,1,1,,,,,1,,,1,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,
146,Analyste d'affaires BI,https://www.indeed.ca/rc/clk?jk=9bec892085242925&fccid=4b32d0c68d487097&vjs=3,Montreal,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,1
147,D??veloppeur - Machine Learning,https://www.indeed.ca/rc/clk?jk=ea8f24910bda9c68&fccid=5c21ba3a81c96948&vjs=3,Montreal,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,
148,Machine Learning Product Manager,https://www.indeed.ca/rc/clk?jk=7263abfbdd9e33f5&fccid=e5e4fc4941593632&vjs=3,Montreal,1,1,,1,,1,,,,1,,,1,,,,,1,,,,,1,,,,,1,,,1,,,1,,1,,,,,,1,1,1,,1,,,,,,1,,1,,
149,BI Analyst/Developer,https://www.indeed.ca/rc/clk?jk=76b64762edf614c9&fccid=80c50203c7c121bb&vjs=3,Montreal,,,,1,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,1,,,,,1,,,1
150,"Senior NLP Engineer (NER, Relationship extraction)",https://www.indeed.ca/rc/clk?jk=8f52c684571068cb&fccid=131bed7b726f4d12&vjs=3,Montreal,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,1,,,1,,1,,,,,,,,,1,1,,,,,,,,,,
151,Director of Software Development - Data/BI,https://www.indeed.ca/rc/clk?jk=3d1198109d2576ad&fccid=71eb96af97fae7e9&vjs=3,Montreal,1,1,,1,,1,1,,,1,,,1,1,,,1,1,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,1,,1,,,,,,,1,,,
152,Postdoctoral Fellowship - Machine Learning and Generative Design,https://www.indeed.ca/company/Concordia-University/jobs/Postdoctoral-Fellowship-c9b3dbb5ff855f18?fccid=3862705bba5916ee&vjs=3,Montreal,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
153,"Senior NLP Research Engineer (language models, text generation)",https://www.indeed.ca/rc/clk?jk=6308f24425492b1a&fccid=131bed7b726f4d12&vjs=3,Montreal,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,1,,,1,,1,,,,,,,,,1,1,,,,,,,1,,,
154,Post-Doctoral (Artificial Intelligence in Finance),https://www.indeed.ca/rc/clk?jk=6bac5188af41517f&fccid=571991c776701fba&vjs=3,Montreal,1,1,1,,,,1,,,1,,,,,,,1,1,1,,,,1,,,,,1,1,,1,,,1,,,,,,,,,,1,1,1,,,,,,1,,,1,
155,Machine Learning Research Engineer,https://www.indeed.ca/rc/clk?jk=04e8c84a1b85ce95&fccid=a8719deb7e524bfb&vjs=3,Montreal,,1,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,1,,1,,,,,,1,1,,,
156,Stagiaire en recherche ?€? Compr??hension des machines et NLP robuste / Machine Comprehension and Robust NLP,https://www.indeed.ca/rc/clk?jk=ac9f8d0a6ade8996&fccid=734cb5a01ee60f80&vjs=3,Montreal,,,,1,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,1,,1,
