,Job_Name,Link,Job_Location,Mathematics,Statistics,Linear Algebra,Python,R,Java,Scala,C/C++,MATLAB,Excel,SAS,Object-oriented programming,SQL/databases,NoSQL,SPSS,Stata,Access,Data Mining/Analytics,Visualisation,Tableau,Power BI,Matplot,Machine Learning,KNN,SVM,K-means,Multivariate Analysis,Regression,Classification,NLP,Deep Learning,Time-series,Simulation,Big Data,AWS Cloud,Google Cloud,Databricks,Azure,IBM Cloud,API,Operations research,DevOps,Git,SDLC,Critical Thinking,Effective Communication,Problem Solving,Team building,Work Ethic,Project Management,Time Management,Management,Innovation,Leadership,Decision Making,Consulting
44,Data Scientist,https://www.indeed.ca/rc/clk?jk=98c95303e7d2afc8&fccid=6f250882b448d8bc&vjs=3,Montreal,,,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,1,,
45,Data & Analytics Developer,https://www.indeed.ca/company/Gala-Solutions-Inc/jobs/Data-Analytic-Developer-57c105787e8bab09?fccid=f076b27ffb4e28fd&vjs=3,Montreal,,,,1,,,1,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,
46,Big data specialist 3145594,https://www.indeed.ca/rc/clk?jk=276ee7fea5ec12bf&fccid=0c39fb2c91742dcf&vjs=3,Montreal,,1,,1,,,1,,,1,,,,,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,1,,1,,,,
47,Manager of Machine Learning,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AhSjcQU9YA05cVmbzEjSfOJvAFt-aSYlp4ceWh2c326Dj5p-FpBlezgxQrmX1YsViBDO7pEooxXj65dfZXUasMa5BNBSu5bf245nHCWpwLnMyxtknQs0LwwP-EnN1_0Gnqqc_1eNkghAFXcFEW9a10ILXrUNQ8NstSNXr62-2ItgFcpfekA1hfEUQt0KgZf0YMtC59w1nyL9iJyzTJfuJKOqop-bPvQ3gki5e4c5oGvDoZMijEQhnqY-J8FuFn_c2im0AQ-wScXBkrPoYVlCwvmZGHTCkJttEWDiaSBLWrVc0CS3P7ZJm2U_qjS-q133jN01JjVE3r9z7MVgLfoolp4hQKpSHl7R9RPTJ6PNdEvAH8IdPTFPcBeB08qDNvuXRgJ4DpeDVKRLmYKoMrxlMdpUlTmlX7u2WoHO7HOpMfwzuWao0m5jYsAid2_NDLs7pLJ0v6254tgqCFXiB8vr7rZUdWnCd1AVrkZOxvD_ZlUW6BW-kUqBFfTTC_-gu7y5E=&p=23&fvj=0&vjs=3,Montreal,1,1,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,1,,,,,1,1,1,,1
48,Data Scientist - Price Point - Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVCuhUhnYmjGeEdm7m5_x3C66s6_GWlkF4sDY6E3Wzq9dIaI3-D43z1A3dJbiYB0SH5A18yiDJi3D9iSuEV8CnUzWg7tCKqTjClHlmux8YYTGjUfy3WTQdwQGZVPQKgvQfYyWMCWue-SOYixAeTs3X07RFENrSeOYlu6FSMSynybBUCV4Ospf7ib-SL6ylNWnorzr1LIp3AkY0BJ9CCsjqU_yjS6veTrNc0QYv2RFt8ltpydKubOOwAbdjWGoMqBRGklBfylr1C4EGIyVUr-wRhPWjPzknt4nwrT7mKlIvqWNTzolb-B1cK9BiP-O9n8VtbAMotkBmhyKUFoJnaKYrVEImx5jR8jDafYpNYGqlVxkjHcgwRMN8XfAB7-n8QHiorXrOZR3k9e_NMYn0j7fMYZqkbOj0ifx3JuW5EAyxsKCshfno1-eK5-k7j1rXaJjQg6sPB31LrnlvvWCI8G3ZY95Hzs3VyDGuSu12jOBxDFamXJnmt3rC3PU_9Pf8vpRfQ==&p=24&fvj=0&vjs=3,Montreal,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
49,Data Scientist - Price Point - Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVCuhUhnYmjGeEdm7m5_x3C66s6_GWlkF4sDY6E3Wzq9dIaI3-D43z1A3dJbiYB0SH5A18yiDJi3D9iSuEV8CnUzWg7tCKqTjCjzMDYDLao4ZGem-sRO22hadJjvLg0XgnX5F-eLuHp3qgY6N78vsGyH5ObnJiqECoVe7Ir2DH3s0ByrfszFQqtpSRHVqqJQnw2XOGv8TM5VikTxhNibdhG4EOgTZ5IS7gwUTJIv9SGS2YvxMrhnxmLTP44KlRwx80kqVcJodwAThoq41Z4OItrrpgH0yzoQ-2_j7DeKELYyLHambkpbi0yP_asuwNG7l_iGXrJvhJWgQQptC6AmkXF7hq27iqUdnrQG3brCinqist7u8o8zBNaDqcqrp_DJQ1Wh3oEISGVNW2y9CQS4-tjOuzSy8yqVMNQ6uCEB8sHfgEmYe86ldayQoyp55sI7HhbFKA7_LEjKgP_cqg8Go9yrFY7cw46ETFS2MZNxcTSf16VbLT-PPA-Kym2IUy6bE9Q==&p=0&fvj=0&vjs=3,Montreal,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
50,ML Product Owner / Data Analyst,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CDcu8ogXRoN9QHj5cFxdvYgI3vgl5QADb-mUQIfZmECfZyGJmSVfJ_x7olgg9Kxhjgvq4gsEHjcz3vQnIGORuPdq4WxW1H4FQqGsrPGreQx9fsDYP90n9Ra0soHOAju5OV3BAA5AKj6nSG03ySlB0Sa04OxNfqJYVCP_C3TPB0tvB_RL2MQiojEER7rF3HilZBZPH5j8PWTJWVQwXlD8CI1DphM59FFX6c2Ykv1vp7p8KV35Qau8x4P9BXlwHvJ_r-DEkha-upyxJO4Vf711G4h6ocYSksL-vX-uvTNmuwwgxjA4YOYVi3Oc4seaPsMWSpThB5z-dZQwL_k-Qd7L1BZ1auykGOalidY12u9Qi9acMFN5pZz6bPHKWBhc4RChXK9YTqYdnlwM2O-DDW1dIc2EywtTaVyCpsCgl8gupovAVXncTbGZJruEef8wcmgrybNWf6kAhGgOuh5gslXRlO&p=1&fvj=1&vjs=3,Montreal,1,,,1,,1,,,,1,,,1,,,,,1,1,1,,,1,,,,,,,,1,,,1,,1,,,,,1,1,1,1,1,1,,,,,,1,1,1,,
51,Data Analyst Intermediate,https://www.indeed.ca/rc/clk?jk=556423a8e13283ec&fccid=0e5e39a0e0b0b984&vjs=3,Montreal,,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,1,1,,,,
52,Lead Data Scientist // Scientifique des donn??es en chef,https://www.indeed.ca/rc/clk?jk=d18631de5f596343&fccid=0ddad3766f834b33&vjs=3,Montreal,1,1,,1,1,,,,,1,,,1,,,,,1,,,,,1,,,,,,1,,1,,,1,,,,,,,,,1,,1,1,1,,,,1,1,1,1,,1
53,Data & Analytics Developer,https://www.indeed.ca/company/AstraNorth/jobs/Data-Analytic-Developer-6d3bee7b9926da27?fccid=8116154355837827&vjs=3,Montreal,,,,1,,,1,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,
54,Senior Data Scientist (Montreal),https://www.indeed.ca/rc/clk?jk=90a38878b893f24f&fccid=be7195d2ebb48351&vjs=3,Montreal,1,1,,1,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,1,1,,,1,,,,,,,,,1,,,1,,,,,1,1,1,,,
55,"Data Science, NLP Specialist",https://www.indeed.ca/rc/clk?jk=d282eb4d20f5d218&fccid=6d9b8e75dfffb17e&vjs=3,Montreal,,,,1,,,1,1,,1,,,1,1,,,1,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,1,,,,,,,1,1,,,
56,Data Science / Librarian,https://www.indeed.ca/rc/clk?jk=cfa60cbeccfad70d&fccid=2e87b70010eca7ec&vjs=3,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
57,Data analyst,https://www.indeed.ca/rc/clk?jk=29b847dbdfda54d6&fccid=80c50203c7c121bb&vjs=3,Montreal,,1,,1,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,1,,,1,1,,,,,,,,1,1,1,,,,,,,,,,,
58,Sp??cialiste CRM (D??bute le 4 mai pour 15 semaines) / B2B Data Analyst (Starting May 4th for 15 weeks),https://www.indeed.ca/rc/clk?jk=4b650cd64de5af19&fccid=bfdac90a7574b77c&vjs=3,Montreal,,,,1,,,,,,1,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,
59,Senior Data Scientist - QuantumBlack,https://www.indeed.ca/rc/clk?jk=6da46b8b28dfb896&fccid=6576e7250aa78c3c&vjs=3,Montreal,1,1,,1,1,,1,,,1,,,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,1,,
60,"Cloud Solution Architect ?€? Data Scientist, Architecte de solution cloud - Data Scientist",https://www.indeed.ca/rc/clk?jk=42773a5bfb49400a&fccid=734cb5a01ee60f80&vjs=3,Montreal,1,1,,1,1,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,1,,,,1,,,,1,,,,,,,1,,,1
61,Data Science Consultant,https://www.indeed.ca/rc/clk?jk=50267cf85a8f03f3&fccid=f7caed44d0ffd0e3&vjs=3,Montreal,1,1,,1,,,,,,1,,,1,,,,,,,,,,1,,,,,1,1,1,1,,,1,,,,,,,,,,,1,1,,,,,,,,,,1
62,Data Scientist,https://www.indeed.ca/rc/clk?jk=69671525015bca3c&fccid=80d267092339dc46&vjs=3,Montreal,1,,,1,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
63,"Chercheuse/Chercheur scientifique, recherche appliqu??e - Laboratoire de recherche fondamentale??| Applied Research Scientist - Fundamental Research Lab",https://www.indeed.ca/rc/clk?jk=e4d1058e051d5130&fccid=98c522aa9024c59e&vjs=3,Montreal,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,
64,"Research Intern, Artificial Intelligence",https://www.indeed.ca/rc/clk?jk=91078a22dc07f286&fccid=1639254ea84748b5&vjs=3,Montreal,1,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,
65,"Data Analytics Manager, Genuine Protection",https://www.indeed.ca/rc/clk?jk=a847a2014ba0d352&fccid=7136762d065a5ad7&vjs=3,Montreal,,,1,,,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,1,,1,,,,
66,Machine Learning Scientist (all levels),https://www.indeed.ca/rc/clk?jk=3e54d6824d98f202&fccid=160efb82f2462f14&vjs=3,Montreal,,,,1,,,1,1,,,,,,,,,,1,1,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,1,,1,,
67,Consultant CRM / Data / BI (France),https://www.indeed.ca/rc/clk?jk=473d98bcbd7c10f1&fccid=f7caed44d0ffd0e3&vjs=3,Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1
68,Senior Data Analyst - Air,https://www.indeed.ca/rc/clk?jk=9ef2b68c3b812d28&fccid=71eb96af97fae7e9&vjs=3,Montreal,1,1,,,1,,,,,,1,,1,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,1,,,
69,Visiting Scientist - Facebook AI Research (Montreal),https://www.indeed.ca/rc/clk?jk=d83083fdcd0b0537&fccid=1639254ea84748b5&vjs=3,Montreal,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Senior Data Analyst - Growth,https://www.indeed.ca/rc/clk?jk=b3f0f9cd29579e43&fccid=71eb96af97fae7e9&vjs=3,Montreal,1,1,,,1,,,,,,1,,1,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,1,,,
71,Senior Software Developer ?€? Analytics Platform Company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoUelTql7XLvjXXieaKSYBUQYiPnwCvYDwEvGKuz4sBQU9hNeQbD3c0h5ExBZvmk-lfT28S97B2h4XYIHdZkfSwP-lmB7rOu99L3VbjklbvbE5aBg3Qzmvq6QTAAoma3pnaUqHHQ9f12lwCG492l7cdK5EOVbYIELvBMuoE4Y0TuYieIbIXBStC0F6n8OHSK5ykYG7zKVt2ydJPOCpXK5CR74X_mjq_aDzV2djhibBr68gOdf6nHxy7ePz9aP-6sYiDfohWn92kMoXyZPPnusZSg_P2WrBv9Jy2-AGtnS7k242el69u6Utx2JudMafYx7PIXfiBna6vmHsZ1WhcVtKQTfLiFf5pemFhv6BoqSr16AEg9y4bSWCEFLMQ6JEGizGiplg77FKupcivytGW0tnpq3DWR_IDu4Rzl-oJBmGAXwHl0t_lnSMx4RsEu6ILwfr1xcMt4v8h_QI7tqepwc9w08Vyg9PBhIcfk6dT1kGjPbeMduqehU5PYYzS9XZtuJp39gZtcllyxPw==&p=22&fvj=0&vjs=3,Montreal,,,,1,1,,1,1,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,1,,1,1,,,,,,,,1,
72,Data engineer - AI & Machine learning engineer - 288450,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7ntxl6CekgI_C_eB9GynwrpNC04FgauBtdEorIjWa6_VdgYjzO89gg1CD3dXdcuXjHc2WPgrT30uttMk61HIwZXsobsTIjUbk_sfAoJJob926OF4tZpyeWhPV9iIetK0lJIxoHcpMbYVGSt_NKiiWZbftRUIYajn5T1HTm7CMKQEit7wkWgqIKqViJzITkqTJSXjaavUb4hT0woZTCn7RCT6IORkdZCGExvUsGnYrMTcqZZ9TDiYrnCv0asRqz7p7vuMv24nv3X4RjjB_oNcTA-uVv8CL_ilMcBPkePAiP_l6J6zxJ9HlwgFj7_tTLvc1kg-OOZhqFGvkwOQKNBaoJQMTIx6f7gHbCETVr8SFfmBF87KjvsSK99pFboHQguitEqOs3K-mOqtFZJuY0dj1HbKPdsaFtCInZ6380tBceWHNdtWR0cg86Pkt1BfeKm-e1QtRGWg5P8e9dSWf2JXiwT-JsgErM2p8JJGIZ_z3I_Dw3AxkQDRaT4Wecf0dqbnbYAumZs9dyEcRs6uzdA57HLooUC3odFXgUcrMGkCJCkqrs=&p=23&fvj=0&vjs=3,Montreal,,,,1,,1,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,1,,,1,1,1,1,1,,,1,,,1,,,,,,1,,1,,1,,1
73,Scientifique des donn??es g??n??raliste / Data Scientist Generalist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0D4txbjH7ro9xYYrOeCAZxmIEAGZhBq5gXmyVMSZSr-Y-uHReKII_9YbpCP9IYRrOJzJg2RpsHIS4N035vvNzG6zZdGqtnzyFqXJTFZ2IRRKjKCFdn147ynsZUT8Pvq7oJ2EMP8gCZu1Hq_QRRlmDMxa2yabfj54cjUChYkg7g-IAfeUwc8b--5r104TILSqtYp-AATOZOyZcnR8D-rhPJG7Wp6lP38R_Je4pwjBH1skRmfdNGehEVEz0TidT7a1Yt-CYR7-fe-inAxb-GgNE0hwW8xEWUZ76jgxlHQ2e7TqB1Ql1FBfSlGYqCK-s6G-V9Bg9RraMzwQ4uRldCmwoOpzNa3AVdaMKfXxXPBt2M2Nqad_4w6g2yQQztzrV9YLZkc3Rxh0VOxeErNB-Dd1l_pfadqx05H1Al37cMKetg2AC3p7HJMNZNHNJSdWv2r_kJDW7UYReuk5i2C4ybXO4H6-j4D-CzTSdRwZi01reBpZDHh1697LGLRz2zpWGhYok0dS36YJ6Sx8nO9aqiMx6GCCmhxWlWKeVcXRBkvU2efhA==&p=24&fvj=1&vjs=3,Montreal,,,,,,,,,,1,,,1,1,,,,1,,1,1,,1,,1,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,,
74,Senior Data Analyst (CRX),https://www.indeed.ca/rc/clk?jk=3b9d7a4355ad8cf4&fccid=131bed7b726f4d12&vjs=3,Montreal,,1,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,
75,Machine Learning developer | D??veloppeur Machine Learning,https://www.indeed.ca/rc/clk?jk=b8de4b7fd2217eea&fccid=6e7306d355e1d04b&vjs=3,Montreal,,,,1,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,,1,,,,,,,,,,1,1,,,
76,Associate Program (Paris/Montr??al) - Data Science,https://www.indeed.ca/rc/clk?jk=10ade525e7d7439d&fccid=4b32d0c68d487097&vjs=3,Montreal,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,1
77,Machine Learning Scientist,https://www.indeed.ca/company/Fluent.ai/jobs/Machine-Learning-Scientist-e5c7711ec51d53db?fccid=c15d11f3b421bcb1&vjs=3,Montreal,,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,
78,Data Science Engineer,https://www.indeed.ca/rc/clk?jk=223045da1d0ff7f1&fccid=a07659418ef94878&vjs=3,Montreal,,1,,1,1,,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,
79,Applied Scientist,https://www.indeed.ca/rc/clk?jk=a8c162dad7d3c146&fccid=3723141b94c08753&vjs=3,Montreal,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,1,1,,1,,,,,1,,,,,,,,,1,,,,
80,Research Scientist (AI),https://www.indeed.ca/rc/clk?jk=da7e5f87be62d9b3&fccid=1639254ea84748b5&vjs=3,Montreal,1,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,
81,Conseiller(??re) en Data Science,https://www.indeed.ca/rc/clk?jk=d0e9113cbf42cb6c&fccid=4b32d0c68d487097&vjs=3,Montreal,,,,1,1,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,1
82,D??veloppeur Big Data (Paris),https://www.indeed.ca/rc/clk?jk=aaaddf3fb576ac77&fccid=f7caed44d0ffd0e3&vjs=3,Montreal,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,1,,,,1
83,Embedded Machine Learning Developer,https://www.indeed.ca/rc/clk?jk=8f0482ea11899c67&fccid=9b9ffffe581b0810&vjs=3,Montreal,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
84,Machine Learning Student,https://www.indeed.ca/rc/clk?jk=90a36536b36b91f0&fccid=4a7bc3ecb9b00d36&vjs=3,Montreal,,,,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,1,,,,,,,,
85,"Visiting Scientist, AI (Montreal)",https://www.indeed.ca/rc/clk?jk=df907944351e505d&fccid=1639254ea84748b5&vjs=3,Montreal,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Directeur(trice), intelligence articielle / Director, Artificial Intelligence",https://www.indeed.ca/rc/clk?jk=ecfd907598d9206f&fccid=b839f9af280b111f&vjs=3,Montreal,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,1,,,,,,,,,1,1,,,
87,Senior Adviser Data Science & Analytics,https://www.indeed.ca/rc/clk?jk=a01608629c272afd&fccid=412e8fed3106e02e&vjs=3,Montreal,1,1,,1,1,,,,,1,,,1,,,,1,1,,,,,1,,,,,1,,1,,1,,1,,,,1,,,,,,,1,1,1,,,,,1,1,,,
88,Senior Applied Scientist,https://www.indeed.ca/rc/clk?jk=61382f05d8524992&fccid=3723141b94c08753&vjs=3,Montreal,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,1,1,,1,,,,,1,,,,,,,,,1,,,,
89,Scientifique de donn??es (Machine Learning),https://www.indeed.ca/rc/clk?jk=4a63913ac3e950c9&fccid=237908de095b6446&vjs=3,Montreal,1,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,
90,Senior Data Analyst,https://www.indeed.ca/rc/clk?jk=9c6732da055bc3d0&fccid=39ac827d92081748&vjs=3,Montreal,1,,,1,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,1,,,,,,,,,
91,Deep Learning Software Developer,https://www.indeed.ca/rc/clk?jk=0927296b17f00965&fccid=ee862a2d55477b7b&vjs=3,Montreal,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,
92,Principal Data Analyst,https://www.indeed.ca/rc/clk?jk=6224d0c2a21d5218&fccid=f4192e011d4633ca&vjs=3,Montreal,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,,1,,,,
93,NLP Developer,https://www.indeed.ca/company/Valital-Technologies-Inc./jobs/Nlp-Developer-9bf3fa8c708d28f2?fccid=36030d115db6c553&vjs=3,Montreal,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,1,1,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
94,Scientifique des donn??es g??n??raliste / Data Scientist Generalist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0D4txbjH7ro9xYYrOeCAZxmIEAGZhBq5gXmyVMSZSr-Y-uHReKII_9YbpCP9IYRrOJzJg2RpsHIS4N035vvNzG6zZdGqtnzyFqXJTFZ2IRRKjKCFdn147ynsZUT8Pvq7oJ2EMP8gCZu1Hq_QRRlmDMxa2yabfj54cjUChYkg7g-IAfeUwc8b--5E4rRlsR15bxSacYzEbqub8XjuGdcbLlmMckDMivh6cr9gcLa-iavZhwOibZI_6xNhjobmvdblColEK6zVYSZwgWTF_3qdAP6aWftCL_XViMvnshcUQm6lQ39tyqe0nXtyOMQ8s7Xkl4S4t3DYM6AQw3Vm1HVHVhewiol-PgOpodbhsCK0SL4S27XHeC-12iqly2k5tUdRYiR6hhH3il9KaYAc-CLnGIg6UygHlOkz75ywTR-LI8fuKKbpNCWJorv-Cf2YXHfGW_odk32f8KFL3d5-V4-Z1wWTmy700yjL6wGe3asffYGxLnvGR9spnW-d2PsxKdTitlVg78IrcKA3oOn7O_uFC9IjFbQAlW-vmSgkQuwKWy0fA==&p=20&fvj=1&vjs=3,Montreal,,,,,,,,,,1,,,1,1,,,,1,,1,1,,1,,1,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,,
95,Data Scientist - Price Point - Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVCuhUhnYmjGeEdm7m5_x3C66s6_GWlkF4sDY6E3Wzq9dIaI3-D43z1A3dJbiYB0SH5A18yiDJi3D9iSuEV8CnUzWg7tCKqTjChZSc8h8kxw3GD9ywGmoX0Ss_by-JipmPUe5MgCbC-8tysplf7ENSYf8S7XN2JpPa-9K4FrU8ZE2CBBOJ5ZGUDKvljnJpD4Z7xLrKWvgwhBJwt_pQhdnqUePHspIlhkxt89WHsxin4-LCGz8HW-nEsiDpCDpaQsSyYYRFtUAlUKmuioDzqFskk95WaO7OuB5z83CFQiL-T8dc1W_yT4b7YT9v7WgjHwyJ6WFPFmwUnB9yvDEWf_Mq4XPZ4DYZ8Q2min_vjv5db5ma9TB4Ng9ngFHVOAlvWrS3-4x3oMFjI08oxexYGmkj5LtRzf5hSIddHKdDQt3b8U4W8X6reoMf1YZXwyLcRhiqyHEKqfJl0UkcY-jHHwWzuFC_6pphyvIQNppSyp824iMbbCQWNMrPsd3lmOe7W6qXQ==&p=21&fvj=0&vjs=3,Montreal,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
96,ML Product Owner / Data Analyst,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CDcu8ogXRoN9QHj5cFxdvYgI3vgl5QADb-mUQIfZmECfZyGJmSVfJ_x7olgg9Kxhjgvq4gsEHjcz3vQnIGORuPdq4WxW1H4FQqGsrPGreQx9fsDYP90n9Ra0soHOAju5OV3BAA5AKj6nSG03ySlB0Sa04OxNfqJYVCP_C3TPB0tvB_RL2MQiojL5gZB6VSjZK0pV5K9G49YQRwg3mTNkkerHy6hfaQaV-kN1SxmmwMxji1eC3hxL-VqZkKpdCUL2c8dGfldgCcq38KIpnkT5x3cDR06pc0XtmY9Z54tQF1_JpR-3y3O6tzMHUD-2nP6aF1IcZbvwesn-HWuNIeveUWgCAj_73My4amvVC9enxQvFyaDaXuD7bAtiO37uVgfgT1zQldXqnQEa7MrORkhPHBtfFGH4JVJQcKWCfPPLVGoe3L3pyxLnbVAHOzR93ZpT-eNRgcn1n1NpA0iaX_W0p7&p=22&fvj=1&vjs=3,Montreal,1,,,1,,1,,,,1,,,1,,,,,1,1,1,,,1,,,,,,,,1,,,1,,1,,,,,1,1,1,1,1,1,,,,,,1,1,1,,
97,"Research Scientist, Artificial Intelligence (PhD)",https://www.indeed.ca/rc/clk?jk=1bdf050d57f7af84&fccid=1639254ea84748b5&vjs=3,Montreal,1,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,
98,Machine Learning Developer,https://www.indeed.ca/rc/clk?jk=753da03bcfcfb759&fccid=d88c6f1f51a8fd9b&vjs=3,Montreal,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,
99,Statistician II,https://www.indeed.ca/rc/clk?jk=536a2f7e9978d2ee&fccid=6b7a1dfe07e7f037&vjs=3,Montreal,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,
100,Machine Learning Developer (contract),https://www.indeed.ca/rc/clk?jk=40eb099729157eeb&fccid=b61af75e2036119e&vjs=3,Montreal,1,1,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,1,,,,1,,1,,,,,,1,,,
101,Deep Learning Engineer,https://www.indeed.ca/rc/clk?jk=c76f1e6bf540903d&fccid=187ebc2d25d59123&vjs=3,Montreal,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
