,Job_Name,Link,Job_Location,Mathematics,Statistics,Linear Algebra,Python,R,Java,Scala,C/C++,MATLAB,Excel,SAS,Object-oriented programming,SQL/databases,NoSQL,SPSS,Stata,Access,Data Mining/Analytics,Visualisation,Tableau,Power BI,Matplot,Machine Learning,KNN,SVM,K-means,Multivariate Analysis,Regression,Classification,NLP,Deep Learning,Time-series,Simulation,Big Data,AWS Cloud,Google Cloud,Databricks,Azure,IBM Cloud,API,Operations research,DevOps,Git,SDLC,Critical Thinking,Effective Communication,Problem Solving,Team building,Work Ethic,Project Management,Time Management,Management,Innovation,Leadership,Decision Making,Consulting
32,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AXBtxsLe9m2KRj_jCBdk184ANefrLFEPSzBzUevTHxVwzdFFWiCuUFfaZuy5dwRaMj5mCL0UEU0zImT-niN5AwOtL7_oWvk0ODx5hsNu4bQngYuf22su9ZAmnXrFu6_RTciQEPhjyJuMTyRq5voyJQoLFiGOz0vYxEgL2oQm_XVq0JoSuVzvRs8N42E6srocA5cGjMZ_a0RPTJDIP6c4Aa4rdsD29aI4JFTBsHMLQc9aSsk6x1oZhhJTtOUh2qdSO5wsrC8DgRwofLCqu-7BBhrpoYvFfRiqMbny7slLn89-KcE0Ncya6sBxD0ea5DcGherd3QSS9LMpl0kic1LEefBjrof98zEtJPNJe_I3CiERgFVFxVuxeFxuhzZSh0j3E9vGOZq6IBv2_0XjB4JFRRfjMxkJQtZO_PrD4yJ65x34Q2nr8cR-iu7u5633UW0IKFvMcyCTx5gVc3tVrjtu-M98qon_HW1vc=&p=5&fvj=1&vjs=3,Toronto,,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,1,,,,
33,Python Data Scientist - Research and Engineering,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BFUzwZI7hB6sL3-1CSRuneG5TadXY2WMHKQsf1P6r6k45m7TN6EVbfDXe_axt3BS7b6n5egkEfAym44vnFG7hMQfQR9CMQJY7kizhXvr3KH6LDtowaKUEt7PpbGXqDrHT7Jth6vyLAa51j_VZf5cBffg5pBda816ZUiy6m73uaszGk27W48vYtzVmemX3_VPEoUpfzMs8OdSC4LjXRr4yNYGfUCUcM3xpCIOgknmUARBLV7rNrOPDncOGgTrl3E2VY4EDjmYujxstW6clk_VPu_fE7K-2hvh3-1-Ce0OMZvR7IgIaIQWLAaQ_c5W0qAs2y7WUftv2CYC-Vf9SPxYKOVsB6LJPf7C_9385KxyEyYNkLIC9SxUfQOOl-TujzYM5X0yaWoPRVK-Yiz1NkUT-XwOlJ1IVPvmRJ9fZk5M3HCd1joiwYXxJ6pDBbe8MjKZ9OKJ7XxaSmwRLfDc_NGyu5VgDOGdIhUYTJXJB-BAEj1A==&p=6&fvj=1&vjs=3,Toronto,1,1,,1,,,,,,,,,1,1,,,,1,1,,,1,1,,,,,,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,1,1,,
34,Sr. Data Scientist - Application,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AbcLYJH6EEU2hhfUhIe4V-wtZUPXOEfJh72XLwlGjJwXW5GoFa_FpE65OpWPukPdLKi2V5qzL6US9m9q6yJa59jJLt4-KraPsEeUNBepfi8JVt6oXx6r-1-Jtc8ABAFqohLli-zddMcpqdjksbFYufEDryffnwAroYC71m1pzIGb9I5tN0gwLcZIyXPpTWm0Bn2x2nyyGofBoeaiXrtnHAHVuJ8ed6yiAX89Lyg6Fae70kpwUVV1teiIh1Z6GykvCBSRC1S2ALH7u_hRgbg92LLnhFV8a5UEsN9HTUK6Myf84AwW8Wjo8yKzPoqkpkQHpWF9G2GMwYRfimHrCoQ6Tu9G6iC0rhNOdpWFNHVgMrcgPIrTagFxZP-gaXVdXObGh_FoVsld32LVLQYgX-7zaCGSK-5AiB5KByql71CVvhUA==&p=7&fvj=0&vjs=3,Toronto,1,1,,1,,,,,,1,,,,,,,,1,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,1,,,1
35,Data Scientist,https://www.indeed.ca/rc/clk?jk=22e77eac0c2c8eed&fccid=9cbee42cad63ad9e&vjs=3,Toronto,1,1,,1,,1,,,,1,,1,,,,,1,1,1,,,,1,,,,,,,1,1,1,,1,1,1,,,,,,,1,,1,1,1,1,,,,,1,,,
36,Data Scientist / Engineer,https://www.indeed.ca/rc/clk?jk=03dc820217100386&fccid=9402f6537fbfc5b0&vjs=3,Toronto,1,1,,1,,,,,,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
37,University Internship - Data Science,https://www.indeed.ca/rc/clk?jk=13d155249ef32922&fccid=799362a2faa3b40a&vjs=3,Toronto,,,,1,,,,,,1,,1,1,,,,,,,,,,1,,,,,,,1,1,,,1,1,,,1,,,,1,,,,1,,,,,,,,,,
38,Data Scientist,https://www.indeed.ca/rc/clk?jk=fa95daf5ee04790e&fccid=003656df63cede32&vjs=3,Toronto,1,1,1,1,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,1,1,,,,,,,,1,1,1,1,,,,,,,1,,,
39,Data Scientist Co-op ( 4 or 8 Month Summer Placement),https://www.indeed.ca/rc/clk?jk=f857123d7bc780a0&fccid=ba8f17420d6035be&vjs=3,Toronto,1,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,1,,,
40,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=bf24bace3b1526c6&fccid=1005cea9bf029d17&vjs=3,Toronto,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,
41,"Data Scientist, Manager",https://www.indeed.ca/rc/clk?jk=653b9fb7919fc376&fccid=2dd390c3a48a7ed0&vjs=3,Toronto,1,1,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,1,1,,,,,,,,,
42,Data Scientist,https://www.indeed.ca/rc/clk?jk=94c4fe7af9489141&fccid=5434780ac3971e0d&vjs=3,Toronto,1,1,,1,1,,,,,1,,,1,,,,,1,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,,,,,,
43,Data Scientist,https://www.indeed.ca/rc/clk?jk=9eba9802d5192217&fccid=0020889bfe35c4aa&vjs=3,Toronto,1,1,,1,1,,,,,,,,1,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,1
44,Research Data Scientist,https://www.indeed.ca/rc/clk?jk=101dbcb68375164f&fccid=510aa29fcf8f87d9&vjs=3,Toronto,1,1,,1,1,,1,,,,,,1,,,,1,1,1,,,,1,,1,,,1,,1,1,1,,1,1,,,,,,1,,,,1,1,,,,,,,1,,,
45,Senior Data Scientist - Multiple Roles,https://www.indeed.ca/rc/clk?jk=8b8682c55db47522&fccid=d5a5824be27ba831&vjs=3,Toronto,,,,1,,,1,,,,,,1,,,,,1,1,1,,1,1,,,,,1,1,,1,,,1,,,,,,,,,1,,1,,,,,,,,1,,,
46,Intern- Data Science,https://www.indeed.ca/rc/clk?jk=2336620e8a3c8a6e&fccid=3308ce641126a211&vjs=3,Toronto,1,1,,1,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,,
47,DIGITAL DATA ANALYST (DIGITAL AND DATA SCIENCE),https://www.indeed.ca/rc/clk?jk=bd80af8c4b6bc7c7&fccid=2c209e080b2e73f5&vjs=3,Toronto,,,,,,,,,,1,,,1,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,
48,Data Scientist,https://www.indeed.ca/rc/clk?jk=a50f90d7fcf674a6&fccid=799362a2faa3b40a&vjs=3,Toronto,,1,,1,1,,1,,,,,,1,,,,,1,,,,,1,,,,,,1,1,1,,,1,,,,1,,,1,,,1,1,1,,,,,,1,,,,
49,Data Analyst,https://www.indeed.ca/company/SunnyFuture-Career-Ltd./jobs/Data-Analyst-a1800d6984190c21?fccid=d1afcae81392e688&vjs=3,Toronto,1,1,,,,,,,,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,
50,"Data Scientist, Senior Consultant",https://www.indeed.ca/rc/clk?jk=50defeee3472806a&fccid=2dd390c3a48a7ed0&vjs=3,Toronto,1,1,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,1,1,,,,,,,,,1
51,Senior Data Scientist - Product Sourcing,https://www.indeed.ca/rc/clk?jk=5216f360808f8bf5&fccid=d5a5824be27ba831&vjs=3,Toronto,,,,1,,,1,,,1,,,1,,,,,,1,1,,,,,,,,1,,,,,,1,,1,,,,,,,1,,1,1,,,,,,,1,,,
52,"Data Scientist, Financial Crimes and Cybersecurity, Senior Associate",https://www.indeed.ca/rc/clk?jk=453cfaddfbf69673&fccid=5e964c4afc56b180&vjs=3,Toronto,,,,1,1,,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,1,1,,1
53,Data Scientist,https://www.indeed.ca/rc/clk?jk=23030c22963111ca&fccid=163ccc336a959b8b&vjs=3,Toronto,,,,1,,,,,,,,,1,,,,1,1,1,1,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,
54,Data Scientist,https://www.indeed.ca/rc/clk?jk=69e38e3474ca2a17&fccid=b7254da6203c84b3&vjs=3,Toronto,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,1,,1,
55,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AXBtxsLe9m2KRj_jCBdk184ANefrLFEPSzBzUevTHxVwzdFFWiCuUFfaZuy5dwRaMj5mCL0UEU0zImT-niN5AwOtL7_oWvk0ODx5hsNu4bQngYuf22su9ZAmnXrFu6_RTciQEPhjyJuMTyRq5voyJQoLFiGOz0vYxEgL2oQm_XVq0JoSuVzvRsW_qzpBqm8FeFZCMhLufx0r2fGfk__-j1dVOrN1okch41FKKo3uZkZ0NYz-bsC-s8JyJYsmz-Gg-EqUHVLMP_obgz_AdD7vx3sCjSvVdDH319pUSB0AiCxIpen1fHqum96XRo63VMODk4e0BRBL4ZfVNv5NUBj_xhcjQoQFAf4jPf8WIqEF53YEHPhmVML_CJDsayTFJRRlUDauhhhZJS2lGpAiKaZZ8g7O4KC05XWC3YQJXC2wPO7WHD1SoZgfz1SucDZmzKMGh042Hh3BgVT0oak2IXXdqpSzL6SJcQHJU=&p=0&fvj=1&vjs=3,Toronto,,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,1,,,,
56,Python Data Scientist - Research and Engineering,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BFUzwZI7hB6sL3-1CSRuneG5TadXY2WMHKQsf1P6r6k45m7TN6EVbfDXe_axt3BS7b6n5egkEfAym44vnFG7hMQfQR9CMQJY7kizhXvr3KH6LDtowaKUEt7PpbGXqDrHT7Jth6vyLAa51j_VZf5cBffg5pBda816ZUiy6m73uaszGk27W48vYtoZ_cOJP4GsQV_QM6hcPcjOtoXBpujRVqrr2WefRcylkXAds20Hd6A-wT6rOHfEdrvVK5HNTSDJtZ9_fRoLPh8FmHo8Pd5OhhrL535w12AuO3eNbX2-hLpdE5eNWwbQKLcdSOKPvXYl9F28bpwtwEG0OJZe_syVVvX3y2xQ-k4JqD0591PsS7vTrvc4pYNbHISaTAfgF0BEQC7gFM2NZx3O1NOrraSHgNskBt8Bl6ePooG-td5ScLU01WY-AebNCzBub9AJSOkeRpRfgv7VwBvXbnqKS0weY1fEakkTflkLZAwFNLJSU1Xg==&p=1&fvj=1&vjs=3,Toronto,1,1,,1,,,,,,,,,1,1,,,,1,1,,,1,1,,,,,,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,1,1,,
57,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuhtRoP4pIOFV-ogMz7WShwQajW3bW13Zki9-MWhkOT03xyhSAYOztxH5n8neYWthf3QXbg7r0VYAe6wBfW8ZYghA3IRdiuAu3jgJxthEMHlWflGuVDcrOYwW4JN2AtBvVF7sSE1eUL--FjMWcx4_p-h9ov8hLn6HiCyQ6VSbltwShNt1GLz4oJ_rsHTBjxp5OHPOGr8WsZMnsw_DXbbT2EYHvjHo0fRKxrzqXVF05-M1DEITbeOrykiSXU82Idz4Q5la6tHtaHKqnDThIf7ApsuwH65cWbT5HQKuTe2VAhGw71ei_mvZKZAI5cFuIIRxUWxIw0sMoBrdpJLiRGumLMWc6k3OCBwhuxwPvNUqdInHi3uIAbDqMg5kpJ4V9johJne-hLxjkbT7HzMBJLwIAJIHnlPD33Ny4Pox3Ps91OsQAY=&p=2&fvj=0&vjs=3,Toronto,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,1,,
58,Data Scientist - Price Point ?€? Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEYwQKeVWQ-VEt7kET1qTu9_79JtVO_fwoMefLwR8uM2T3lOXuAMkqTGT2pnh-7MTgHXFZTDvJr62ANGWQXw5t8rSa2rkPrVqFwkiHIzvK6q9x-0n6wCUf2L4RuNvPQYQP4KkT-UEIXJtHrCD2ptAXSDB8HBKbgVIzN4ZWqXn0u1pA-rDd30KnKj1KD4wGOuLDuHiAt6XJ3LGRBhefnbbpNWRciAw1ucWIuVPQVoeSRmn_xoYX9VtLJDdEm4qw8DcKawTX-W0ECkq4MTYRw4PO0o2tVgXFvVPuPIVvgB6uNl1SqftgfTAxZPxfcxtRTnksJu5Db60mE6uFGA0LAKBC8y_9-ijxxphq7rR2AWVmpYnIJzwhN9W6hdL60xKhKoZRS4K8w_7Chcq8f8xCsMKMUOdTDq66-m-jQ==&p=3&fvj=0&vjs=3,Toronto,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
59,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBY1Q206FYLDE3ptu27zYmAY7sP7D_ckoKYnAye6i-5h8yxrtxXfmQXQF4yEWKXq3zqosVTKwG77cb5kpJi8BMku_2PpSvrMz-IPxUr3k3cFQbtPID-Uw3ezivV-Og8YeZJU5FbSX9CqWbmyxLz13VuD9hzoQbCkcFAeRRNFSPsk47BwV2lUW9MtG1VoLQh7lMMIj8L85Ny6lDbnX_q0N4HFH2yegVtXfYv3j9vusBFXW_4G5dYbqAkciercHGRHgmJhCsMvHobVGh4rtTGDHh0MS3vU_f6-tsQ==&p=4&fvj=1&vjs=3,Toronto,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,
60,Data Scientist (1 Year Contract),https://www.indeed.ca/rc/clk?jk=605c3999a3e99acb&fccid=237908de095b6446&vjs=3,Toronto,1,1,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,
61,"Data Scientist, Digital Growth and Commerce (DGC)",https://www.indeed.ca/rc/clk?jk=bc23125221c54412&fccid=de71a49b535e21cb&vjs=3,Toronto,,1,,1,1,,1,,,1,,,1,,1,,,,1,,,,1,,,,,,,1,1,,,1,,,,,1,,,,1,,,1,,,,,,,1,1,,1
62,Biomedical Data Scientist,https://www.indeed.ca/rc/clk?jk=43227d90e91cd55a&fccid=5d784228b1eee537&vjs=3,Toronto,1,,,1,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
63,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=be5ba2a5db1f9f4a&fccid=0ac3b933f5c5f8e3&vjs=3,Toronto,1,1,,1,,,,,,1,,,,,,,,1,1,,,,1,,1,,1,,,,1,,,,1,1,,1,,,,,1,,1,1,,,,,,1,1,1,,
64,"Associate - Quantitative Analytics, Structured Finance Modeling and Analytics",https://www.indeed.ca/rc/clk?jk=6ed834c6b0bb3af5&fccid=b6cbe54d4f54ff6d&vjs=3,Toronto,,,,1,1,,,1,1,1,,,1,,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,1,1,,1,,,,
65,"Data Scientist, Customer Data and Insights",https://www.indeed.ca/rc/clk?jk=49ae374aadbd9546&fccid=4854e96460a20478&vjs=3,Toronto,1,1,,1,,,,,,,,,1,,,,,1,1,,,,1,,,,,,,,1,,,1,,,,,,,,,1,,1,1,,,,,,1,,,,
66,Applied Statistician - Data Science,https://www.indeed.ca/rc/clk?jk=5b769041ea165225&fccid=4e917d9a3b14765d&vjs=3,Toronto,,1,,1,,,,,,1,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,
67,Data Scientist,https://www.indeed.ca/rc/clk?jk=0a6813878acc5ab1&fccid=68463a22f867589a&vjs=3,Toronto,,,,,1,,,,,1,,,1,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,1,1,,1,
68,Sr. Data Scientist,https://www.indeed.ca/rc/clk?jk=54f8064bbcbd2c0b&fccid=dd73beeae0833b8d&vjs=3,Toronto,1,1,,1,,,,,,1,,,,,,,,1,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,1,,,1
69,Machine Learning Engineer / Data Scientist,https://www.indeed.ca/rc/clk?jk=e2322f987b7eeab1&fccid=80413c126d4e4312&vjs=3,Toronto,,,,1,,,1,,,,,,,,,,,1,,1,,,1,,,,,,1,1,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,
70,Senior Data Scientist (Toronto),https://www.indeed.ca/rc/clk?jk=39f4a2ddae910b91&fccid=be7195d2ebb48351&vjs=3,Toronto,,1,,1,1,,,,,,,,1,,,,1,1,,,,,1,,,,,,,1,1,,,1,,1,,,,,,,1,,,1,,,,,1,1,1,,,
71,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=0339dc36d9d1343c&fccid=0376130dee20ed0f&vjs=3,Toronto,1,,,1,,,,1,,,,,1,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,1,,,
72,Data Scientist,https://www.indeed.ca/rc/clk?jk=5415fdde776f67a8&fccid=837c958b2711fe23&vjs=3,Toronto,1,1,,1,1,,,,1,,1,,,,,,,1,1,,,,,,,,,,,,1,,,1,1,,,,,,1,,,,1,1,,,,1,,1,1,,,
73,Data Analyst,https://www.indeed.ca/rc/clk?jk=7fe266bc5662431d&fccid=68ec8a8ee6cf5ac6&vjs=3,Toronto,,,,1,,,,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,
74,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=ef8a64231853d6e5&fccid=3002307a9e5b4706&vjs=3,Toronto,1,,,1,1,,1,1,,,,,1,1,,,1,1,1,1,,,1,,,,,,,,1,,,1,,,,,,,1,,1,,1,1,,,,,,1,1,,,
75,Data Scientist,https://www.indeed.ca/rc/clk?jk=68a8634fb53a4854&fccid=353eb997fc901045&vjs=3,Toronto,1,1,,1,1,,1,,,1,,,1,,,,1,1,,,,,1,,,,,,1,,1,,,,1,,,,,,,,,1,1,1,1,,,,,1,1,,,
76,Big Data Operations Specialist,https://www.indeed.ca/rc/clk?jk=3d21f94162b7c899&fccid=4271edc9c2f82254&vjs=3,Toronto,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,1,,
77,"Research Scientist, Data Visualization",https://www.indeed.ca/rc/clk?jk=121d53014cdcdf10&fccid=7136762d065a5ad7&vjs=3,Toronto,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,
78,Big Data Engineer,https://www.indeed.ca/rc/clk?jk=2cbef48dd42ca683&fccid=cb33d34834ce43c4&vjs=3,Toronto,,,,1,,,1,1,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,1,,,,,,,,,
79,"Manager, Data Scientist",https://www.indeed.ca/rc/clk?jk=63dc077938995280&fccid=3002307a9e5b4706&vjs=3,Toronto,,,,1,,,1,,,,,,1,,,,1,1,,,,,1,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,1,,,,
80,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJh6nLV9gLHOboxWx7Arz7OdSDo_tP2lKTQIJmvqznfKwxZiBlil4kEyoeBtNTkh7rKmnkdJ4CSjugkHB6h75T620wXSIKYic8j8-HYXaS2tEcDrkf4lV-kH1MnJ-ieGPfPbKXFQRk8WXaifI2a3_MEfuP0gSKrVVyYzUWq34Vg5ecKuAhKCyTJxBvFWRzktg_C0tPHnw02Qmeew8WndrqUAWLCz8bHBlHTW9eYLfTn51FmAo-6mB7Pf34r6E4i-7f17TBO0mg9pmDM4KqfVgK-nYd0H7vlzje7Mjb6sB8y2JYx4EQkjT_qxCboAH6nULS7nNWYbWQSyyBBqU6tv6bbcfKiYDMRjzupaNn3rc7Mbyu5uXxYF0bQ8wfMongVaozCiD1eUB3xR4enRKJkNpW0Ek6W1viSlEJQ=&p=25&fvj=0&vjs=3,Toronto,1,1,,1,1,,,,,1,,,,,,,1,1,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,
81,Sr. Data Scientist - Application,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AbcLYJH6EEU2hhfUhIe4V-wtZUPXOEfJh72XLwlGjJwXW5GoFa_FpE65OpWPukPdLKi2V5qzL6US9m9q6yJa59jJLt4-KraPsEeUNBepfi8JVt6oXx6r-1-Jtc8ABAFqohLli-zddMcpqdjksbFYufEDryffnwAroYC71m1pzIGSTBgJwwe-UMLYetT44kQnzKPENt7-9QjuHnC2JpkpKMqrSd5eDhXDG5xDTS6B6k2eVdyJl9lftUEW3z4VcbQUDUYidCatiHU3deZ1UmuQq7o9p3kWpsl1HakDRTpiUOhN8OGVrrjnULzBSlTFgPOvx4D03G_8-DQyaz2lRrnqpgdf8UaDtwBOwe1emdk40r_X5tSNyrk19cHXCc_9fdPRzKIHO31ErSWODPcgXtN1S4puLsPB5o564HDru7Ef3oRA==&p=26&fvj=0&vjs=3,Toronto,1,1,,1,,,,,,1,,,,,,,,1,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,1,,,1
82,"Data Scientist, Financial Crimes and Cybersecurity, Senior Associate",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CFuo8Y6gfchSUHQ1--N7NldjQkI7yBNtHdUdaTqsTp_wgBx-mCezkojpE1FqImCDcdMpTknceFKa1yqHEfg7eAzIRiEPi0KnsHBrUZqxbRZ7zRnwJLbU1gJumxWF0-bCwuOKher6Wuzrh9SqRxKGwEK4lbWtiFYzfWl7CLPSLD0kIeaKy7pMqG7ALn0EvGnGkTop9tvuzYEfstP-w5maKGDWRiIvmYoIngoknto1wxHDAYF7koRMv8HIQqp_HA8baTWUyzTWP94uf8OmMymMSeCQGP3U_xXXiz0OLes_piYrabSsr90YoYum5gjjJ5c6dvpdocWcM2c_HHbRw3dkzo9g2FO4cANDQjfUdxR3x54WoPriSWDo9Sxw9IfNSDaPzkoXLQsrJTpRptcmN_fE6xamPjJmyep31jJ5eq7A0rNpaQy3Zd3P7IrBZKH-B8Y8N_AUQ_C7Jg5ULtuFla3a5oJcaIwm4Pv0K1Z6-BQnp2T51OU03jScsmUDUKe6J6KsCmhRIs8uZVTNwRQlospM4yYM1isMnSlDEZk5zEVSG4HafFopFOdjSuN0MSeuMQaJWnmCIcT5_6hyJGF467qmtExPb47Yk_Pbr91jDjo5SXdXlsbLUyT_H7&p=27&fvj=0&vjs=3,Toronto,,,,1,1,,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,1,1,,1
83,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuhtRoP4pIOFV-q-9a_DyOP9aRq3mfoDGcDkBl1v208GB5kDD_T5oF_OZQ5wjKYaYW6SORUofrKtKAX7t3smTQGK3vuJQtbioQLZVzcEAhxiS1WuPdGhSun9zg7wvzcLJDSQGNv3Is3cuoaJ92it0LNsrn7zL3mHeZo5pQsY--dL20KaBX-mkelGQo74xeq3WQjZIlphwRWrVFiLp5fh6e5aZd2QtOQ0WBlGz__3inTyEykDBR_SKIJESZwi2zG7n1ddkpVgMvLhzvbnGP5iIIhDbg7EuwGkRQQRFe5SfDnURDmeTfxksCJPfbIbfoawSlojSVbifQerwXPJxyGE-xZWHXPWhZvu8tAtX120v0DlshYpPuQyMxWrw6XbJAMV-yZYfCH2K8UpnS0jm2bmQkDtfKNxnJYovuCVuS_eiXkVGz4=&p=0&fvj=0&vjs=3,Toronto,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,1,,
